image,smiles
img_0277.png,CC(=O)NC1C(CC(OC1C(C(CO)O)O)P(=O)(O)O)O
img_0278.png,C1CN(CCC1CC2=CC=CC=C2)C(=O)C3=CC4C=C(C=CC4=N3)C(=[NH2+])N
img_0279.png,C1CN(CCC1CC2=CC=CC=C2)C(=O)C3=CC4C=C(C=CC4=N3)C(=N)N
img_0280.png,CC1CC(C2=C(S1(=O)=O)SC(=C2)S(=O)(=O)N)NC
img_0281.png,C1=CC=C2C(=C1)NC(=N2)CC3=NC4=C(N3)C=C(C=C4)C(=[NH2+])N
img_0282.png,C1=CC=C2C(=C1)NC(=N2)CC3=NC4=C(N3)C=C(C=C4)C(=N)N
img_0283.png,C1C(C(=O)NC(=O)N1)I
img_0284.png,CCCOC(=O)C1=CSC2N1C(=O)C2C(C)OC(=O)C
img_0285.png,CC1=CCCC(=CCCC(=CC2C(CC1)C(=C)C(=O)O2)C)C(=O)O
img_0286.png,COC1=C(C=C(C=C1)CC2COC(=O)C2CC3=CC(=C(C=C3)OC)OC)OC
img_0287.png,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O
img_0288.png,CC(C)C1C(=O)NC(CC2=CNC3=C2C(=CC=C3)N1C)CO
img_0289.png,CC(C)CC(CC(=O)NO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC
img_0290.png,C1=CC(=CC=C1CC(=O)NCP(=O)O)I
img_0291.png,CCNC1CN(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)CCOC
img_0292.png,C1=CC=C(C=C1)C(C(=O)O)O
img_0293.png,CCCCCC=CCC=CCC=CCC=CCCCC(=O)NC(C)CO
img_0294.png,CCC(COC1=CC=CC=C1)OP(=O)(C)Cl
img_0295.png,C1CC(NC1)C(C2=CC=CC=C2)C3=CC=CC=C3
img_0296.png,CNC1CN(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C3=CC(=CC=C3)OC
img_0297.png,C1=CC(=C(C=C1C(C(=O)O)N)O)C(=O)O
img_0298.png,CC(C)OC(=O)N1C(C(=NC2=C1C=C(C=C2)OC)S)CSC
img_0299.png,C1=C(C(=O)NC(=O)N1CC(C(=O)O)N)F
img_0300.png,C1=C(C(=O)NC(=O)N1CC(C(=O)O)N)I
img_0301.png,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)[O-].[Na+]
img_0302.png,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
img_0303.png,CC(C1=CC=CC=C1)(C(=O)O)O
img_0304.png,CC(=CCCC(=CCCC(=CCSCC(C(=O)OC)N)C)C)C
img_0305.png,C1CC(C2=C(C1)NC(=O)C=C2)NCCCCCCCCCCNC3CCCC4=C3C=CC(=O)N4
img_0306.png,C1CC(C2=C(C1)NC(=O)C=C2)NCCCCCCCCCCCCNC3CCCC4=C3C=CC(=O)N4
img_0307.png,CC(C(=O)NC(C)NC=O)NC(=O)OC(C)(C)C
img_0308.png,COC(=O)CC(CCC1=CC=C(C=C1)C(=N)N)C2=CC(=CC=C2)C(=N)N
img_0309.png,CN1CCC2=CC3=C(C=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OCO3
img_0310.png,C1CC(CC1C(=O)O)(C(=O)O)N
img_0311.png,CN1CCC2=CC=CC=C2C1C3C4=C(C(=C(C=C4)OC)OC)C(=O)O3
img_0312.png,C1=CN2C=NC3=C(C2=N1)N=CN3C4C(C(C(O4)COP(=O)(O)OP(=O)(O)O)O)O
img_0313.png,C1C(C(C(N1)C(CO)O)O)O
img_0314.png,CC(=O)NC(CC1=CC=CC=C1)C(=O)C(F)(F)F
img_0315.png,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(C(CCCC(F)(F)P(=O)(O)O)(F)F)O)O)O)N
img_0316.png,C[N+]1(CCN(CC1)C2=CC=CC=C2)C
img_0317.png,C(CCCCCN)CCCCN
img_0318.png,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1
img_0319.png,C1C(C(C(C2=C1C3=C4C(=C2)C=CC5=C4C(=CC=C5)C=C3)O)O)O
img_0320.png,C1=CC2=C(C=C1O)C(=O)C3=C(C2=O)C=CC(=C3O)O
img_0321.png,CCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCCC
img_0322.png,CNNC
img_0323.png,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC
img_0324.png,CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCCCC
img_0325.png,CC1(CC(C(C(C1)OC(=O)C2=CC(=C(C(=C2)O)O)O)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O
img_0326.png,CN1C=NC2=C1N(C(=O)N(C2=O)C)C
img_0327.png,CC(C)CC(C(=O)NCC(=O)CNC(=O)C(CC(C)C)NC(=O)OCC1=CC=CC=C1)NC(=O)OCC2=CC=CC=C2
img_0328.png,CCN1C2=C(C(=O)N(C1=O)CC)NC(=N2)C3=CC=CC=C3
img_0329.png,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3CCCC3
img_0330.png,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC=C(C=C3)S(=O)(=O)O
img_0331.png,C1=CC(=CC(=C1)CCSC(=N)N)CCSC(=N)N
img_0332.png,C1CCC2C(C1)C(C3CCCCC3[C+]2[OH2+])O
img_0333.png,C1CCC2C(C1)C(C3CCCCC3C2=[OH+])O
img_0334.png,C1=C(C2=C(N1)C(=O)N=C(N2)N)C3C(C(C(N3)CO)O)O
img_0335.png,C1C(C(C(N1)CO)O)O
img_0336.png,C1=C(C2=C(N1)C(=O)N=CN2)C3C(C(C(N3)CO)O)O
img_0337.png,C1=CC(=CC=C1CCSC(=N)N)CCSC(=N)N
img_0338.png,C[N+](C)(CC=C)C1=CC=C(C=C1)CCC(=O)CCC2=CC=C(C=C2)[N+](C)(C)CC=C
img_0339.png,CC(C)CC(C(=O)NNC(=O)NNC(=O)C(CC(C)C)NC(=O)OCC1=CC=CC=C1)NC(=O)OCC2=CC=CC=C2
img_0340.png,C1=CC2=C(C=CNC2=O)C(=C1)O
img_0341.png,CC(=O)OC1C(C2C(CCCC2(C3C1(OC(CC3=O)(C)C=C)C)C)(C)C)O
img_0342.png,C1CN(CCN1)C2=CC=CC3=CC=CC=C32
img_0343.png,C1=CN(C(=O)NC1=O)C2C3C(O3)C(O2)CO
img_0344.png,C1CCN(C1)CCN
img_0345.png,CCC(C)N(C)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3Cl
img_0346.png,COC1=CC=CC=C1N2CCNCC2
img_0347.png,C1=CC(=C(C=C1C=CC2=C(C=CC(=C2)O)O)C(=O)O)O
img_0348.png,C1=CC=C(C=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC(=CC=C4)Cl
img_0349.png,C1=CC(=CC=C1CN2C=CN=C2S)O
img_0350.png,C1C(=O)NC(=O)N(C1=O)C2C(C(C(O2)COP(=O)(O)O)O)O
img_0351.png,CCC(=O)C1=C(C(=C(C=C1)F)C2CC2NC(=O)NC3=NC=C(C=C3)Br)O
img_0352.png,CC1CN(CCN1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3
img_0353.png,C1CC2C3=C(C=CC=C3NC(=O)NC4=CC=CC=N4)C(=O)N2C1
img_0354.png,C1=CC(=CC(=C1)Cl)N=C(N)N=C(N)N
img_0355.png,C1CN(CCN1)C2=CC(=CC=C2)Cl
img_0356.png,CC(C)CC(C(=O)NNC(=O)NNC(=O)C1=CC(=CC=C1)OCC2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3
img_0357.png,CC(C)CC(C1=CC=CC(=C1)C2=CC=CC=C2)C(=O)NCC(CNS(=O)(=O)C3=CC=CC=N3)O
img_0358.png,CCC(C)C(C(=O)NC(C(C)C)C(=O)N)NC(=O)C1CCCN1CC(C2CC3=CC=C(C=C3)OCCCC(=O)NC(C(=O)N2)CC(=O)N)O
img_0359.png,C1=CC=C(C(=C1)C(F)(F)F)N2C=CN=C2
img_0360.png,COC1=CC(=C(C=C1)OCCCCCCN2C=CN=C2)Cl
img_0361.png,CC(C)CC(C(=O)NCC(CNS(=O)(=O)C1=CC=C(C=C1)OC2=CC=CC=C2)O)NC(=O)C3=CC=NC=C3
img_0362.png,CC(C)CC(C(=O)NC1CN(CC1=O)C(=O)C(CC(C)C)NC(=O)OCC2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3
img_0363.png,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)C
img_0364.png,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)C
img_0365.png,CN1C2=C(N=C1C3=CC=C(C=C3)S(=O)(=O)O)N(C(=O)N(C2=O)CC=C)C
img_0366.png,C1CCC(CC1)(C(=O)O)N
img_0367.png,C1=CC=C2C(=C1)N=NN2N
img_0368.png,C1CC(CC(C1)(C(=O)O)N)C(=O)O
img_0369.png,C1=CC=C(C=C1)NC2=CC=CC3=C2C(=CC=C3)S(=O)(=O)O
img_0370.png,C1CCN(CC1)C(=O)C2=CC3=C(C=C2)OCO3
img_0371.png,COC1=CC=C(C=C1)S(=O)(=O)N2CN(C(=O)CC2C(=O)NO)CC3=CC=CC=C3
img_0372.png,CC1=C(C2=C(N1CC3=CC=CC=C3)C=CC(=C2)OC)CC(=O)O
img_0373.png,C1=CN=C2C(=C1N)N=CN2C3C(C(C(O3)CO)O)O
img_0374.png,C1C(C(C(C(N1)CO)O)O)O
img_0375.png,CCOC(=O)NC(CC1=CC=CC=C1)C(=O)N2CCCC2C(=O)NNCCCCN
img_0376.png,CCCCCCCCCCCCCCCCOCC(CO)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC
img_0377.png,CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC
img_0378.png,CCCCCCCCCCCCCCCCOCC(COP(=O)(O)OCC[N+](C)(C)C)OC
img_0379.png,CCCCCCCCCCCCCCCCOCC(CO)OC(=O)C
img_0380.png,CCCCCCCCCCCCCCCCOCC(CO)OC
img_0381.png,CCCCCCCCCCOCC(COCC(F)(F)F)OP(=O)(O)OC
img_0382.png,CC1=CC2=C(C(=C1C)O)C(=O)C3=CC=CC=C3C2=O
img_0383.png,CNCCCN(C)N(N=O)O
img_0384.png,COC1=CC2=C(NC=CC2=CC1=O)CO
img_0385.png,CC1=C(SCCO1)C(=O)NC2=CC(=C(C=C2)Cl)C(=O)OC(C)C
img_0386.png,CC(C)OC(=O)C1=C(C=CC(=C1)N=C(OC(C)C)S)Cl
img_0387.png,CN1C2=C(C=C(C=C2)S(=O)(=O)N)C(=O)S1
img_0388.png,CN1CCC(=CC1)C2=CC=CC=C2
img_0389.png,CN1C2=C(C=C(C=C2)S(=O)(=O)N3CCCC3COC4=CC=CC=C4)C(=O)C1=O
img_0390.png,CN1C=CN=C1
img_0391.png,CN1C(=C2C(=NC1=O)N(C=N2)C3C(C(C(O3)CO)O)O)N
img_0392.png,CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC
img_0393.png,CCCCCCCCCCCCCCCCCCOCC(COP(=O)(O)OCC[N+](C)(C)C)OC
img_0394.png,CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)C
img_0395.png,C1=CC=C(C=C1)NC(=NC2=NC=CS2)S
img_0396.png,C1=CC(=CC=C1C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F)Br
img_0397.png,CCCCCCCCCCCCCCCCCC(=O)OCC(CCO)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC
img_0398.png,CCCCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC
img_0399.png,CCCCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCC=CCCCCC
